比赛项目,报名开启时间,报名渠道,创建人,分项规模,官网,完赛经历要求,体检报告,奖牌,官方邮箱,联系电话,运营单位,出签日期,省份,赛事等级,退出机制,报名截止时间,比赛路线,抽签,起点,状态,主办单位,比赛日期,报名费,缴费时间,总规模,最后编辑人,微信公众号,赛事
全程 / 半程,2025-08-23 11:00,官网/微信/小程序,,3000/8000,,未提及,自行评估,,xymls2024@126.com,0591-38876306,福建省广播影视文化传媒有限公司,2025-10-10 00:00,福建,A,,2025-09-23 17:00,,✔️,,已结束,莆田市人民政府,2025-11-30 22:06,160/130,中签后缴费,11000,,八闽名赛,仙游马拉松
全程 / 半程,2025-09-19 10:00,官网/微信/小程序 / 数字心动 / 第一赛道,,5000/10000,http://jiangmen.sport-china.cn,半程或以上,自行评估,,jiangmen@gustomail.cn,,路越（上海）体育发展有限公司,2025-11-20 00:00,广东,A,,2025-11-10 18:00,,✔️,五邑华侨广场,已结束,江门市人民政府,2025-12-21 00:00,180/180,报名时缴费,15000,,第一赛道、江门马拉松,江门马拉松赛
半程,2025-10-03 14:30,官网/微信/小程序,,300,https://hkaaa.com/tc/comp_details.php?id=273,未提及,未提及,,,,,,香港,HK / WA,有,2025-10-30 23:59,,❌,,已结束,中国香港田径总会,2025-12-21 00:00,HK$350,报名时缴费,3000,,,香港半馬拉松錦標賽
半程,2025-09-08 10:00,官网/微信/小程序 / 数字心动,,10000,,未提及,自行评估,,18926856719@163.com,18926856719,爱动时代体育文旅科技（广东）有限公司,2025-10-03 00:00,广东,A,,2025-09-23 16:00,,✔️,,已结束,东莞松山湖高新技术产业开发区管理委员会,2025-11-30 00:00,178,报名时缴费,10000,,,东莞松山湖科学城半程马拉松
半程,2025-11-04 10:00,官网/微信/小程序,,20000,https://www.szns-marathon.com,未提及,自行评估,,sznsmarathon@crland.com.cn,0755-86308879,华润文化体育发展有限公司,2025-11-18 00:00,广东,A / 精英,,2025-11-08 18:00,,✔️,,已结束,深圳市南山区人民政府,2025-12-14 08:42,198,中签后缴费,20000,,深圳南山半程马拉松,深圳南山半程马拉松
全程 / 半程,2025-09-30 10:00,官网/微信/小程序 / 马拉马拉 / 润赛美佳 / 最酷 / 赛客 / 马拉松报名网 / 跑跑网(马拉松报名),,4000/8000,,未提及,自行评估,,,029-85361589,威赢赛事运营有限公司,,福建,A,,2025-10-13 18:00,,❌,武夷广场,已结束,福建省体育局 / 南平市人民政府,2025-11-23 00:00,150/150,报名时缴费,12000,,2025武夷山马拉松,武夷山马拉松
全程 / 半程,2025-08-26 09:00,官网/微信/小程序,,1000/1000,https://www.ctrun.com.tw/Activity?EventMain_ID=263,未提及,未提及,,service@ctrun.com.tw,(886)05-236-5187,全統運動用品股份有限公司,,台湾,AIMS,,2025-10-14 23:59,,❌,,已结束,嘉義市政府,2025-11-30 00:00,NT$1480/1280,报名时缴费,2000,,,嘉義雙潭馬拉松菁英賽
全程 / 半程,2025-07-16 10:00,官网/微信/小程序 / 数字心动,,3000/5000,https://www.anhuijingti.saihuitong.com,未提及,自行评估,,jtty2015@163.com,0564-3265006,安徽竞体体育文化发展有限公司,2025-08-21 00:00,安徽,A,无,2025-08-16 17:00,,✔️,六安市体育中心,已结束,安徽省体育局 / 六安市人民政府,2025-11-30 00:00,120/100,报名时缴费,8000,,六安马拉松,六安马拉松
全程 / 半程,2025-08-28 20:00,官网/微信/小程序,,20000/15000,http://fuzhou-marathon.com,未提及,自行评估,,fuma20231217@126.com,0591-38875138,福建省广播影视文化传媒有限公司,2025-09-25 00:00,福建,A / 精英,,2025-09-06 17:00,,✔️,,已结束,福州市人民政府,2025-12-14 08:42,180/150,中签后缴费,35000,,福州马拉松,福州马拉松
半程,2025-09-25 10:30,官网/微信/小程序 / 数字心动,,12000,,未提及,未提及,,qjzxsports@163.com,,重庆千君万马体育发展有限公司,2025-10-31 00:00,重庆,A,,2025-10-17 17:00,,✔️,,已结束,重庆市巴南区人民政府,2025-12-21 00:00,150,报名时缴费,12000,,,重庆半程马拉松
半程,2025-09-22 10:00,官网/微信/小程序 / 数字心动 / 马拉马拉 / 润赛美佳 / 最酷 / 跑跑网(马拉松报名) / 智赛通,,6000,https://dongfang.jinshensports.com,未提及,自行评估,,dongfangmarathon@126.com,18876896392,海南今燊体育文化发展有限公司,2025-10-27 00:00,海南,A,,2025-10-10 17:00,,✔️,东方市文化广场-东门,已结束,东方市人民政府,2025-11-23 00:00,150,报名时缴费,6000,,海南东方半程马拉松,海南东方半程马拉松
全程 / 半程,2025-09-25 10:00,官网/微信/小程序 / 数字心动,,2000/6000,,,,,,,百视文体（北京）有限公司,,海南,A / 标牌,,2025-10-28 23:59,,❌,,已结束,儋州市人民政府,2025-12-21 08:59,180/160,,8000,,,海南儋州马拉松
半程,2025-09-26 10:00,官网/微信/小程序 / 第一赛道,,5000,https://yongding.sport-china.cn,半程或以上,自行评估,,yongding@gustomail.cn,,广州朗朗体育文化有限公司,,福建,A,,2025-11-07 18:00,,❌,,已结束,龙岩市永定区人民政府 / 龙岩市体育局,2025-11-23 00:00,138,报名时缴费,5000,,永定土楼马拉松,永定土楼半程马拉松
全程 / 半程,2025-06-15 10:00,官网/微信/小程序 / 数字心动,,5000/12000,http://www.sichuanbojiesports.com,未提及,现场核验,,,13529388388,四川博捷体育文化传播有限公司,2025-08-01 16:13,四川,A,,2025-07-20 22:00,,✔️,东坡城市湿地公园,已结束,四川省田径协会 / 眉山市人民政府,2025-11-23 00:00,200/180,中签后缴费,17000,,眉山东坡马拉松、博捷体育,眉山东坡马拉松
全程 / 半程,2025-08-29 15:00,数字心动,,5000/10000,,未提及,自行评估,,china_aseanmls@126.com,15807709227,,2025-10-15 00:00,广西,A / 精英,,2025-09-25 15:00,,✔️,北部湾海洋文化公园,已结束,广西壮族自治区体育局 / 防城港市人民政府,2025-11-23 20:52,180/150,报名时缴费,15000,,中国东盟马拉松,中国-东盟马拉松
全程 / 半程,2025-09-26 10:00,数字心动 / 马拉马拉 / 第一赛道,,5000/7000,https://www.jinjiang-marathon.com,半程或以上,可用完赛证书,,jjmarathon@126.com,13701741466,路越（上海）体育发展有限公司,2025-11-07 00:00,福建,标牌,,2025-10-31 18:00,,✔️,晋江体育中心,已结束,晋江市人民政府,2025-12-07 08:47,170/150,报名时缴费,12000,,晋江马拉松,晋江马拉松赛
半程,2025-09-22 10:00,官网/微信/小程序,,6000,https://chengmai.jinshensports.com,未提及,自行评估,,chengmaimarathon@126.com,13876011078,海南今燊体育文化发展有限公司,,海南,A,,2025-10-10 17:00,,❌,,已结束,澄迈县人民政府,2025-12-07 08:47,150,报名时缴费,6000,,澄迈半程马拉松,澄迈半程马拉松
全程,2025-09-23 10:00,官网/微信/小程序 / 数字心动 / 马拉马拉,,26000,http://www.guangzhou-marathon.com,半程或以上,自行评估,,oc@guangzhou-marathon.com,020-38797839,中奥路跑(北京)体育管理有限公司,2025-10-28 00:00,广东,A / 金标 / AIMS,无,2025-09-28 18:00,,✔️,广州天河体育中心,已结束,广州市人民政府,2025-12-21 23:58,160,中签后缴费,26000,,广州马拉松,广州马拉松
全程 / 半程,2025-09-29 10:00,官网/微信/小程序,,1500/4500,https://www.exprun.com,未提及,自行评估,,tcmarathon@expwise.com,0871-65629970,云南行知探索体育文旅产业有限公司,2025-11-06 00:00,云南,A,,2025-11-02 23:59,,✔️,,已结束,云南省体育局 / 保山市人民政府 / 腾冲市人民政府,2025-11-23 00:00,200/150,报名时缴费,6000,,腾冲马拉松,腾冲马拉松
全程 / 半程,2025-09-19 10:00,官网/微信/小程序 / 数字心动 / 润赛美佳,,3000/10000,,未提及,自行评估,,ztdjkgs@163.com,18008053490,成都中体大健康体育文化传播有限公司,2025-09-30 00:00,四川,A,,2025-09-26 17:00,,✔️,,已结束,四川省田径协会 / 乐山市人民政府,2025-12-14 00:00,200/160,中签后缴费,13000,,中体大健康,乐山双遗马拉松
全程 / 半程,2025-10-31 10:00,官网/微信/小程序 / 第一赛道 / 数字心动,,3000/8000,https://ningde.sport-china.cn,半程或以上 / 10km及以上,可用完赛证书,,lfhz@lffjhz.com,13534392052,,2025-11-24 00:00,福建,A,,2025-11-20 17:00,,✔️,,已结束,宁德市人民政府,2025-12-07 08:47,168/128,报名时缴费,11000,,宁德马拉松,宁德马拉松
全程 / 半程,2025-07-21 10:00,官网/微信/小程序 / 数字心动,,12000/24000,https://www.nanning-marathon.com,未提及,自行评估,,info@nanning-marathon.com,18076642195,广州万达体育发展有限公司,2025-09-10 00:00,广西,A / 精英,无,2025-08-26 12:00,,✔️,民族广场,已结束,广西壮族自治区体育局 / 南宁市人民政府,2025-12-07 08:47,120/100,报名时缴费,36000,,南宁马拉松,南宁马拉松
全程 / 半程,2025-08-22 20:00,官网/微信/小程序 / 数字心动,,5000/7000,,未提及,自行评估,,,17855917287,黄山波动体育赛事运营管理有限公司,2025-09-30 00:00,安徽,A,无,2025-09-20 18:00,,✔️,黄山浦溪河游客服务中心,已结束,安徽省体育局 / 黄山市人民政府,2025-11-30 00:00,200/200,报名时缴费,12000,,黄山马拉松赛,黄山马拉松
半程,2025-08-18 10:00,官网/微信/小程序 / 数字心动,,7000,https://www.tongxiang-marathon.cn,未提及,自行评估,,txbcmls@zhongsaisports.com,17722662515,深圳中赛体育产业发展有限公司,2025-09-28 00:00,浙江,A,,2025-09-19 18:00,,✔️,,已结束,桐乡市人民政府,2025-11-23 00:00,120,报名时缴费,7000,,桐乡半程马拉松,桐乡半程马拉松
全程 / 半程 / 中距离 / 短距离,2025-07-04 12:00,官网/微信/小程序,,500/1000/1500/800,https://www.zengwenmarathon.com/,未提及,未提及,,,(886)02-29516969,,,台湾,CT / AIMS / WA,有,2025-10-31 23:59,,❌,,已结束,"臺南市政府 / ""中華民國田徑協會""",2025-12-14 00:00,NT1000/800/700/500,报名时缴费,3800,,,曾文水库馬拉松
10km / 短距离,2025-10-27 10:00,官网/微信/小程序 / 数字心动 / 跑跑网(马拉松报名),,4000/4000,,未提及,自行评估,,17812173985@163.com,17812173985,,,海南,A / WA,,2025-11-20 10:00,,❌,,已结束,中国田径协会 / 东方市人民政府,2025-12-14 08:42,100/50,报名时缴费,8000,,今粲体育,中国田径协会10公里精英赛（海南东方站）
全程 / 半程,2025-09-28 10:00,官网/微信/小程序 / 数字心动 / 最酷,,1000/3000,,未提及,自行评估,,,023-67302960,重庆炫豹体育文化产业有限公司,,重庆,B,,2025-10-31 18:00,,❌,,已结束,重庆市开州区人民政府,2025-11-23 00:00,180/150,报名时缴费,4000,,,重庆开州汉丰湖马拉松
全程,2025-10-30 10:00,官网/微信/小程序 / 马拉马拉,,30000,http://shenzhenmarathon.org.cn,未提及,自行评估,,szmarathon@ssi.sihc.com.cn,0755-25157039,深圳市深投控体育赛事发展有限公司,2025-11-10 00:00,广东,A / 金标,,2025-11-02 17:00,,✔️,深圳市民中心,已结束,深圳市人民政府,2025-12-07 08:32,200,中签后缴费,30000,,深圳马拉松官方,深圳马拉松
全程 / 半程,2025-10-22 18:00,官网/微信/小程序 / 数字心动,,2000/3000,,未提及,自行评估,,gqcmarathon@163.com,19905197127,,2025-11-14 00:00,江西,A,,2025-11-10 18:00,,✔️,富华山景区,已结束,九江市人民政府,2025-11-30 22:06,150/100,报名时缴费,5000,,,共青城马拉松
全程 / 半程,2025-07-15 16:00,官网/微信/小程序,,9000/19000,https://www.taipeicitymarathon.com/,未提及,未提及,,service@sportsnet.org.tw,(886)02-25996716,,2025-07-30 00:00,台湾,CT / 金标 / AIMS,有,2025-07-28 17:00,,✔️,,已结束,"臺北市政府 / ""中華民國路跑協會"" / ""中華民國田徑協會""",2025-12-21 14:40,NT$2200/1600,中签后缴费,28000,,,臺北馬拉松
全程 / 半程,2025-08-28 10:00,官网/微信/小程序,,10000/12000,https://sxym.org.cn ,未提及,自行评估,,sxmarathon@163.com,0575-88588981,厦门文广体育有限公司,2025-09-18 00:00,浙江,A / 精英,,2025-09-07 17:00,https://docimg3.docs.qq.com/image/AgAACG-qqCG-5QWFYNVDKaL55EYIUEYf.png?w=1080&h=1585,✔️,,已结束,绍兴市人民政府,2025-11-23 08:49,180/160,中签后缴费,22000,,绍兴马拉松,绍兴马拉松
全程 / 半程,2025-10-28 10:00,官网/微信/小程序,,6000/12000,,未提及,自行评估,,,0797-8190013,北京中迹体育管理有限公司,2025-11-07 00:00,江西,A,,2025-11-03 17:00,,✔️,,已结束,赣州市人民政府,2025-12-07 00:00,180/150,中签后缴费,18000,,赣州马拉松,赣州马拉松
半程,2025-09-22 10:00,官网/微信/小程序,,10000,https://www.yiwumls.com,未提及,必须,,yiwumls@163.com,0579-81550003,浙江飞翔体育文化有限公司,,浙江,A / 精英,,2025-10-09 17:00,,❌,义乌市梅湖体育中心,已结束,义乌市人民政府,2025-11-23 00:00,150,报名时缴费,10000,,义乌半程马拉松,义乌半程马拉松
全程 / 半程,2025-11-01 10:00,官网/微信/小程序 / 第一赛道,,3000/5000,,半程或以上,自行评估,,hld@sport-china.cn,,广西新中体育有限责任公司,2025-12-05 00:00,广东,A,12月1日17:00前可退费,2025-12-01 17:00,,✔️,大角湾-螺州海滨公园,已结束,阳江市人民政府,2025-12-14 00:00,180/180,报名时缴费,8000,,阳江海陵岛马拉松,阳江海陵岛马拉松
10km,2025-09-23 10:00,官网/微信/小程序 / 数字心动,,10000,,未提及,未提及,,cmsports@163.com,,重庆重马体育发展有限公司,,重庆,A / WA,,2025-11-07 17:00,,❌,东原1891B馆,已结束,中国田径协会 / 重庆市体育局 / 重庆市南岸区人民政府,2025-11-29 00:00,120,报名时缴费,10000,,重庆重马体育,中国田径协会10公里精英赛（重庆站）暨重庆10公里挑战赛
全程 / 半程 / 短距离,2025-10-11 10:00,官网/微信/小程序,,1800/4800/5400,https://www.macaomarathon.com,未提及,未提及,,macaomarathon@sport.gov.mo,(853)28236363,,,澳门,MC / AIMS,,2025-10-12 23:59,,❌,奥林匹克体育中心,已结束,澳门特别行政区体育局 / 银河娱乐集团 / 澳门田径总会,2025-12-07 08:47,MOP400/400/70,报名时缴费,12000,,澳门体育,澳门国际马拉松
全程 / 半程,2025-10-30 14:00,官网/微信/小程序,,4000/12000,https://www.zhuhaimarathon.com,未提及,自行评估,,zhuhai-marathon@xempower.com.cn,025-87775902,珠海华发体育运营管理有限公司,2025-11-12 00:00,广东,B,,2025-11-05 18:00,,✔️,,已结束,珠海市人民政府,2025-12-07 08:47,200/200,报名时缴费,16000,,华发体育、善跑体育,珠海马拉松
全程 / 半程,2025-10-31 14:00,官网/微信/小程序 / 第一赛道,,3000/7000,http://hakka.sport-china.cn/,半程或以上,自行评估,,mz@sport-china.cn,,广西新中体育有限责任公司,2025-12-05 00:00,广东,A,,2025-11-28 18:00,,✔️,,已结束,梅州市人民政府,2025-12-28 00:00,180/180,报名时缴费,10000,,梅州马拉松赛,梅州马拉松赛
全程 / 半程,2025-11-05 14:00,官网/微信/小程序,,5000/8000,,,,,,,,2025-11-26 00:00,广东,A,,2025-11-16 17:30,,✔️,,已结束,惠州市人民政府,2025-12-28 00:00,188/168,,13000,,,惠州马拉松赛
全程 / 半程,2025-11-17 10:00,官网/微信/小程序,,4000/10000,,,自行评估,,ptmls2024@126.com,0591-38871809,福建省广播影视文化传媒有限公司,,福建,A,,2025-11-17 14:00,,❌,木兰溪治理展示馆,已结束,莆田市人民政府,2025-12-28 00:00,160/130,报名时缴费,14000,,莆田木兰溪马拉松,莆田马拉松
半程,2025-11-05 12:00,官网/微信/小程序 / 数字心动,,7000,,未提及,必须,,,18008053490,成都中体大健康体育文化传播有限公司,,四川,A,,2025-11-18 22:00,,❌,,已结束,四川省田径协会 / 雅安市人民政府 / 四川广播电视台,2025-12-28 00:00,180,报名时缴费,7000,,四川省田径协会、中体大健康,雅安雨城半程马拉松
全程 / 半程,2025-11-03 10:00,官网/微信/小程序 / 数字心动,,5000/9000,http://sanya-marathon.irunner.mobi,未提及,自行评估,,sanyamarathon@163.com,0571-26888999,橙狮体育有限公司 / 杭州嗨跑体育管理有限公司,,海南,A,,2025-11-28 23:59,,❌,,已结束,海南省旅游和文化广电体育厅 / 三亚市人民政府,2025-12-28 00:00,150/120,报名时缴费,14000,,2025海南三亚马拉松,海南（三亚）马拉松
全程 / 半程,2025-09-26 10:00,官网/微信/小程序 / 汇跑参赛助手,,4000/12000,https://www.hengqinmarathon.com,未提及,自行评估,,oc@hengqinmarathon.com,4009942195,珠海华发体育运营管理有限公司 / 南光文化创意产业有限公司,2025-10-31 00:00,广东,A,,2025-10-08 23:59,,✔️,,已结束,横琴粤澳深度合作区执行委员会,2025-12-28 00:00,200/200,报名时缴费,16000,,横琴马拉松,横琴马拉松
全程 / 半程,2025-11-23 14:00,官网/微信/小程序 / 第一赛道,,10000/10000,https://www.hp-marathon.com,半程或以上,自行评估,,huangpu@sport-china.cn,,,2025-12-03 00:00,广东,A,,2025-11-28 18:00,,✔️,,已结束,广州市黄埔区人民政府 / 广州开发区委员会,2025-12-28 00:00,200/200,报名时缴费,20000,,黄埔马拉松,黄埔马拉松
10km / 短距离,2025-10-22 10:00,官网/微信/小程序 / 数字心动,,7000/5000,,未提及,自行评估,,bojiesports@126.com,13529388388,四川博捷体育文化传播有限公司,2025-11-28 00:00,四川,A / WA,,2025-11-24 22:00,,✔️,眉山城市新中心体育公园,已结束,中国田径协会 / 眉山市人民政府,2025-12-28 00:00,100/80,报名时缴费,12000,,博捷体育,中国田径协会10公里精英赛总决赛（眉山）
