官方邮箱,起点,运营单位,抽签,最后编辑人,状态,分项规模,赛事,最后编辑时间,创建人,完赛经历要求,报名费,体检报告,联系电话,省份,赛事等级,创建时间,报名渠道,比赛路线,主办单位,奖牌,官网,比赛日期,缴费时间,退出机制,比赛项目,出签日期,总规模,微信公众号,报名开启时间,报名截止时间
szmarathon@ssi.sihc.com.cn,深圳市民中心,深圳市深投控体育赛事发展有限公司,✔️,,已结束,30000,深圳马拉松,,,未提及,200,自行评估,0755-25157039,广东,A / 金标,,官网/微信/小程序 / 马拉马拉,,深圳市人民政府,,http://shenzhenmarathon.org.cn,2025-12-07 08:32,中签后缴费,,全程,2025-11-10 00:00,30000,深圳马拉松官方,2025-10-30 10:00,2025-11-02 17:00
,美峰体育公园,厦门体育产业集团赛事运营有限公司,✔️,,已结束,20000,厦门环东半程马拉松赛,,,未提及,180,未提及,0592-3660069,福建,A,,官网/微信/小程序,https://docimg9.docs.qq.com/image/AgAACG-qqCH-SUMaF31C4KuZPJmisVhV.jpeg?w=2481&h=3227,厦门市人民政府 / 厦门市同安区人民政府 / 厦门市翔安区人民政府,,https://www.xiamenhuandongmarathon.com,2025-12-21 00:00,报名时缴费,无,半程,2025-10-17 00:00,20000,厦门环东半程马拉松赛,2025-09-28 10:00,2025-10-12 10:00
qjzxsports@163.com,,重庆千君万马体育发展有限公司,✔️,,已结束,12000,重庆半程马拉松,,,未提及,150,未提及,,重庆,A,,官网/微信/小程序 / 数字心动,,重庆市巴南区人民政府,,,2025-12-21 00:00,报名时缴费,,半程,2025-10-31 00:00,12000,,2025-09-25 10:30,2025-10-17 17:00
dongfangmarathon@126.com,东方市文化广场-东门,海南今燊体育文化发展有限公司,✔️,,已结束,6000,海南东方半程马拉松,,,未提及,150,自行评估,18876896392,海南,A,,官网/微信/小程序 / 数字心动 / 马拉马拉 / 润赛美佳 / 最酷 / 跑跑网(马拉松报名) / 智赛通,,东方市人民政府,,https://dongfang.jinshensports.com,2025-11-23 00:00,报名时缴费,,半程,2025-10-27 00:00,6000,海南东方半程马拉松,2025-09-22 10:00,2025-10-10 17:00
info@nanning-marathon.com,民族广场,广州万达体育发展有限公司,✔️,,已结束,12000/24000,南宁马拉松,,,未提及,120/100,自行评估,18076642195,广西,A / 精英,,官网/微信/小程序 / 数字心动,,广西壮族自治区体育局 / 南宁市人民政府,,https://www.nanning-marathon.com,2025-12-07 08:47,报名时缴费,无,全程 / 半程,2025-09-10 00:00,36000,南宁马拉松,2025-07-21 10:00,2025-08-26 12:00
macaomarathon@sport.gov.mo,奥林匹克体育中心,,❌,,已结束,1800/4800/5400,澳门国际马拉松,,,未提及,MOP400/400/70,未提及,(853)28236363,澳门,MC / AIMS,,官网/微信/小程序,,澳门特别行政区体育局 / 银河娱乐集团 / 澳门田径总会,,https://www.macaomarathon.com,2025-12-07 08:47,报名时缴费,,全程 / 半程 / 短距离,,12000,澳门体育,2025-10-11 10:00,2025-10-12 23:59
haicangbm@163.com,兴港路与角嵩路交叉口,厦门文广体育有限公司,✔️,,已结束,18000,厦门海沧半程马拉松,,,未提及,180,自行评估,0592-5372066,福建,A / 标牌,,官网/微信/小程序 / 数字心动,,厦门市人民政府 / 厦门市海沧区人民政府,,https://www.xmhaicangmarathon.com,2025-12-07 00:00,报名时缴费,,半程,2025-11-03 00:00,18000,厦门海沧半程马拉松,2025-10-17 17:00,2025-10-30 18:00
,抚澄大道,云南博捷体育赛事策划有限公司,✔️,,已结束,8000,玉溪抚仙湖半程马拉松,,,未提及,150,必须,13529388388,云南,A,,官网/微信/小程序 / 数字心动,,云南省体育局 / 玉溪市人民政府,,https://www.sichuanbojiesports.com,2025-12-14 08:42,报名时缴费,,半程,2025-11-20 00:00,8000,博捷体育、玉溪马拉松,2025-09-24 10:00,2025-11-16 16:00
yiwumls@163.com,义乌市梅湖体育中心,浙江飞翔体育文化有限公司,❌,,已结束,10000,义乌半程马拉松,,,未提及,150,必须,0579-81550003,浙江,A / 精英,,官网/微信/小程序,,义乌市人民政府,,https://www.yiwumls.com,2025-11-23 00:00,报名时缴费,,半程,,10000,义乌半程马拉松,2025-09-22 10:00,2025-10-09 17:00
,黄山浦溪河游客服务中心,黄山波动体育赛事运营管理有限公司,✔️,,已结束,5000/7000,黄山马拉松,,,未提及,200/200,自行评估,17855917287,安徽,A,,官网/微信/小程序 / 数字心动,,安徽省体育局 / 黄山市人民政府,,,2025-11-30 00:00,报名时缴费,无,全程 / 半程,2025-09-30 00:00,12000,黄山马拉松赛,2025-08-22 20:00,2025-09-20 18:00
sznsmarathon@crland.com.cn,,华润文化体育发展有限公司,✔️,,已结束,20000,深圳南山半程马拉松,,,未提及,198,自行评估,0755-86308879,广东,A / 精英,,官网/微信/小程序,,深圳市南山区人民政府,,https://www.szns-marathon.com,2025-12-14 08:42,中签后缴费,,半程,2025-11-18 00:00,20000,深圳南山半程马拉松,2025-11-04 10:00,2025-11-08 18:00
lohasnet.tw@gmail.com,,,❌,,已结束,1500/2000/2000/500,臺中國際馬拉松,,,未提及,NT$1050/900/800/700,未提及,(886)05-5510310,台湾,AIMS,,官网/微信/小程序,,臺中市政府運動局 / 社團法人臺中市繁榮葫蘆墩促進會 / 臺中市神岡區體育會 / 臺中市豐原區體育會,,https://lohasnet.tw/Taichung-marathon2025/,2025-11-23 00:00,报名时缴费,有,全程 / 半程 / 中距离 / 短距离,,6000,,2025-06-14 11:00,2025-09-30 23:59
,,,❌,,已结束,500/1000/1500/800,曾文水库馬拉松,,,未提及,NT1000/800/700/500,未提及,(886)02-29516969,台湾,CT / AIMS / WA,,官网/微信/小程序,,"臺南市政府 / ""中華民國田徑協會""",,https://www.zengwenmarathon.com/,2025-12-14 00:00,报名时缴费,有,全程 / 半程 / 中距离 / 短距离,,3800,,2025-07-04 12:00,2025-10-31 23:59
ztdjkgs@163.com,,成都中体大健康体育文化传播有限公司,✔️,,已结束,3000/10000,乐山双遗马拉松,,,未提及,200/160,自行评估,18008053490,四川,A,,官网/微信/小程序 / 数字心动 / 润赛美佳,,四川省田径协会 / 乐山市人民政府,,,2025-12-14 00:00,中签后缴费,,全程 / 半程,2025-09-30 00:00,13000,中体大健康,2025-09-19 10:00,2025-09-26 17:00
scomarathon@vip.163.com,云南海埂会堂,云南上合文化体育有限公司,✔️,,已结束,10000/16000,上合昆明马拉松,,,未提及,200/150,自行评估,17869819191,云南,A / 金标,,官网/微信/小程序 / 数字心动 / 马拉马拉,,云南省体育局 / 云南省人民政府外事办公室 / 昆明市人民政府,,https://www.sco-marathon.com,2025-11-30 00:00,报名时缴费,,全程 / 半程,2025-11-15 00:00,26000,上合马拉松系列赛,2025-10-30 10:00,2025-11-05 18:00
,武夷广场,威赢赛事运营有限公司,❌,,已结束,4000/8000,武夷山马拉松,,,未提及,150/150,自行评估,029-85361589,福建,A,,官网/微信/小程序 / 马拉马拉 / 润赛美佳 / 最酷 / 赛客 / 马拉松报名网 / 跑跑网(马拉松报名),,福建省体育局 / 南平市人民政府,,,2025-11-23 00:00,报名时缴费,,全程 / 半程,,12000,2025武夷山马拉松,2025-09-30 10:00,2025-10-13 18:00
,,,❌,,已结束,300,香港半馬拉松錦標賽,,,未提及,HK$350,未提及,,香港,HK / WA,,官网/微信/小程序,,中国香港田径总会,,https://hkaaa.com/tc/comp_details.php?id=273,2025-12-21 00:00,报名时缴费,有,半程,,3000,,2025-10-03 14:30,2025-10-30 23:59
,,重庆炫豹体育文化产业有限公司,❌,,已结束,1000/3000,重庆开州汉丰湖马拉松,,,未提及,180/150,自行评估,023-67302960,重庆,B,,官网/微信/小程序 / 数字心动 / 最酷,,重庆市开州区人民政府,,,2025-11-23 00:00,报名时缴费,,全程 / 半程,,4000,,2025-09-28 10:00,2025-10-31 18:00
oc@guangzhou-marathon.com,广州天河体育中心,中奥路跑(北京)体育管理有限公司,✔️,,已结束,26000,广州马拉松,,,半程或以上,160,自行评估,020-38797839,广东,A / 金标 / AIMS,,官网/微信/小程序 / 数字心动 / 马拉马拉,,广州市人民政府,,http://www.guangzhou-marathon.com,2025-12-21 23:58,中签后缴费,无,全程,2025-10-28 00:00,26000,广州马拉松,2025-09-23 10:00,2025-09-28 18:00
lfhz@lffjhz.com,,,✔️,,已结束,3000/8000,宁德马拉松,,,半程或以上 / 10km及以上,168/128,可用完赛证书,13534392052,福建,A,,官网/微信/小程序 / 第一赛道 / 数字心动,,宁德市人民政府,,https://ningde.sport-china.cn,2025-12-07 08:47,报名时缴费,,全程 / 半程,2025-11-24 00:00,11000,宁德马拉松,2025-10-31 10:00,2025-11-20 17:00
,,北京中迹体育管理有限公司,✔️,,已结束,6000/12000,赣州马拉松,,,未提及,180/150,自行评估,0797-8190013,江西,A,,官网/微信/小程序,,赣州市人民政府,,,2025-12-07 00:00,中签后缴费,,全程 / 半程,2025-11-07 00:00,18000,赣州马拉松,2025-10-28 10:00,2025-11-03 17:00
heyuanmls@163.com,河源市体育馆,广州双鱼体育文化发展有限公司 / 广州悦跑信息科技有限公司,❌,,已结束,2000/8000,河源万绿湖马拉松,,,未提及,180/150,自行评估,18682137681,广东,B,,官网/微信/小程序,,河源市人民政府,,,2025-12-21 00:00,报名时缴费,,全程 / 半程,,10000,2025河源万绿湖马拉松,2025-11-03 10:00,2025-11-21 17:00
service@ctrun.com.tw,,全統運動用品股份有限公司,❌,,已结束,1000/1000,嘉義雙潭馬拉松菁英賽,,,未提及,NT$1480/1280,未提及,(886)05-236-5187,台湾,AIMS,,官网/微信/小程序,,嘉義市政府,,https://www.ctrun.com.tw/Activity?EventMain_ID=263,2025-11-30 00:00,报名时缴费,,全程 / 半程,,2000,,2025-08-26 09:00,2025-10-14 23:59
wzim2021@163.com,,浙江青鸟捷出体育科技有限公司,✔️,,已结束,5000/12000,温州马拉松,,,未提及,180/150,自行评估,0577-88868108,浙江,A,,官网/微信/小程序,,温州市人民政府,,https://www.wzim.org,2025-12-07 08:47,中签后缴费,无,全程 / 半程,2025-09-29 00:00,17000,温州马拉松,2025-09-05 10:00,2025-09-20 18:00
yongding@gustomail.cn,,广州朗朗体育文化有限公司,❌,,已结束,5000,永定土楼半程马拉松,,,半程或以上,138,自行评估,,福建,A,,官网/微信/小程序 / 第一赛道,,龙岩市永定区人民政府 / 龙岩市体育局,,https://yongding.sport-china.cn,2025-11-23 00:00,报名时缴费,,半程,,5000,永定土楼马拉松,2025-09-26 10:00,2025-11-07 18:00
txbcmls@zhongsaisports.com,,深圳中赛体育产业发展有限公司,✔️,,已结束,7000,桐乡半程马拉松,,,未提及,120,自行评估,17722662515,浙江,A,,官网/微信/小程序 / 数字心动,,桐乡市人民政府,,https://www.tongxiang-marathon.cn,2025-11-23 00:00,报名时缴费,,半程,2025-09-28 00:00,7000,桐乡半程马拉松,2025-08-18 10:00,2025-09-19 18:00
hld@sport-china.cn,大角湾-螺州海滨公园,广西新中体育有限责任公司,✔️,,已结束,3000/5000,阳江海陵岛马拉松,,,半程或以上,180/180,自行评估,,广东,A,,官网/微信/小程序 / 第一赛道,,阳江市人民政府,,,2025-12-14 00:00,报名时缴费,12月1日17:00前可退费,全程 / 半程,2025-12-05 00:00,8000,阳江海陵岛马拉松,2025-11-01 10:00,2025-12-01 17:00
jiangmen@gustomail.cn,五邑华侨广场,路越（上海）体育发展有限公司,✔️,,已结束,5000/10000,江门马拉松赛,,,半程或以上,180/180,自行评估,,广东,A,,官网/微信/小程序 / 数字心动 / 第一赛道,,江门市人民政府,,http://jiangmen.sport-china.cn,2025-12-21 00:00,报名时缴费,,全程 / 半程,2025-11-20 00:00,15000,第一赛道、江门马拉松,2025-09-19 10:00,2025-11-10 18:00
humen@gustomail.cn,,广西新中体育有限责任公司,✔️,,已结束,9000,虎门半程马拉松,,,半程或以上,150,自行评估,,广东,A,,官网/微信/小程序 / 第一赛道,,东莞市虎门镇人民政府,,http://humen.gusto.cn,2025-11-23 00:00,报名时缴费,,半程,2025-10-30 00:00,9000,虎门半程马拉松,2025-09-04 14:00,2025-10-10 18:00
service@sportsnet.org.tw,,,✔️,,已结束,9000/19000,臺北馬拉松,,,未提及,NT$2200/1600,未提及,(886)02-25996716,台湾,CT / 金标 / AIMS,,官网/微信/小程序,,"臺北市政府 / ""中華民國路跑協會"" / ""中華民國田徑協會""",,https://www.taipeicitymarathon.com/,2025-12-21 14:40,中签后缴费,有,全程 / 半程,2025-07-30 00:00,28000,,2025-07-15 16:00,2025-07-28 17:00
chengmaimarathon@126.com,,海南今燊体育文化发展有限公司,❌,,已结束,6000,澄迈半程马拉松,,,未提及,150,自行评估,13876011078,海南,A,,官网/微信/小程序,,澄迈县人民政府,,https://chengmai.jinshensports.com,2025-12-07 08:47,报名时缴费,,半程,,6000,澄迈半程马拉松,2025-09-22 10:00,2025-10-10 17:00
jtty2015@163.com,六安市体育中心,安徽竞体体育文化发展有限公司,✔️,,已结束,3000/5000,六安马拉松,,,未提及,120/100,自行评估,0564-3265006,安徽,A,,官网/微信/小程序 / 数字心动,,安徽省体育局 / 六安市人民政府,,https://www.anhuijingti.saihuitong.com,2025-11-30 00:00,报名时缴费,无,全程 / 半程,2025-08-21 00:00,8000,六安马拉松,2025-07-16 10:00,2025-08-16 17:00
jxwymarathon@163.com,,,❌,,已结束,3000/5000,婺源马拉松,,,未提及,120/100,必须,19065808508,江西,A,,官网/微信/小程序,,婺源县人民政府,,,2025-11-30 22:06,报名时缴费,,全程 / 半程,,8000,婺源马拉松,2025-09-28 13:28,2025-11-03 18:00
china_aseanmls@126.com,北部湾海洋文化公园,,✔️,,已结束,5000/10000,中国-东盟马拉松,,,未提及,180/150,自行评估,15807709227,广西,A / 精英,,数字心动,,广西壮族自治区体育局 / 防城港市人民政府,,,2025-11-23 20:52,报名时缴费,,全程 / 半程,2025-10-15 00:00,15000,中国东盟马拉松,2025-08-29 15:00,2025-09-25 15:00
jjmarathon@126.com,晋江体育中心,路越（上海）体育发展有限公司,✔️,,已结束,5000/7000,晋江马拉松赛,,,半程或以上,170/150,可用完赛证书,13701741466,福建,标牌,,数字心动 / 马拉马拉 / 第一赛道,,晋江市人民政府,,https://www.jinjiang-marathon.com,2025-12-07 08:47,报名时缴费,,全程 / 半程,2025-11-07 00:00,12000,晋江马拉松,2025-09-26 10:00,2025-10-31 18:00
18926856719@163.com,,爱动时代体育文旅科技（广东）有限公司,✔️,,已结束,10000,东莞松山湖科学城半程马拉松,,,未提及,178,自行评估,18926856719,广东,A,,官网/微信/小程序 / 数字心动,,东莞松山湖高新技术产业开发区管理委员会,,,2025-11-30 00:00,报名时缴费,,半程,2025-10-03 00:00,10000,,2025-09-08 10:00,2025-09-23 16:00
fuma20231217@126.com,,福建省广播影视文化传媒有限公司,✔️,,已结束,20000/15000,福州马拉松,,,未提及,180/150,自行评估,0591-38875138,福建,A / 精英,,官网/微信/小程序,,福州市人民政府,,http://fuzhou-marathon.com,2025-12-14 08:42,中签后缴费,,全程 / 半程,2025-09-25 00:00,35000,福州马拉松,2025-08-28 20:00,2025-09-06 17:00
,,百视文体（北京）有限公司,❌,,已结束,2000/6000,海南儋州马拉松,,,,180/160,,,海南,A / 标牌,,官网/微信/小程序 / 数字心动,,儋州市人民政府,,,2025-12-21 08:59,,,全程 / 半程,,8000,,2025-09-25 10:00,2025-10-28 23:59
sxmarathon@163.com,,厦门文广体育有限公司,✔️,,已结束,10000/12000,绍兴马拉松,,,未提及,180/160,自行评估,0575-88588981,浙江,A / 精英,,官网/微信/小程序,https://docimg3.docs.qq.com/image/AgAACG-qqCG-5QWFYNVDKaL55EYIUEYf.png?w=1080&h=1585,绍兴市人民政府,,https://sxym.org.cn ,2025-11-23 08:49,中签后缴费,,全程 / 半程,2025-09-18 00:00,22000,绍兴马拉松,2025-08-28 10:00,2025-09-07 17:00
oc@hengqinmarathon.com,,珠海华发体育运营管理有限公司 / 南光文化创意产业有限公司,✔️,,已结束,4000/12000,横琴马拉松,,,未提及,200/200,自行评估,4009942195,广东,A,,官网/微信/小程序 / 汇跑参赛助手,,横琴粤澳深度合作区执行委员会,,https://www.hengqinmarathon.com,2025-12-28 00:00,报名时缴费,,全程 / 半程,2025-10-31 00:00,16000,横琴马拉松,2025-09-26 10:00,2025-10-08 23:59
sanyamarathon@163.com,,橙狮体育有限公司 / 杭州嗨跑体育管理有限公司,❌,,已结束,5000/9000,海南（三亚）马拉松,,,未提及,150/120,自行评估,0571-26888999,海南,A,,官网/微信/小程序 / 数字心动,,海南省旅游和文化广电体育厅 / 三亚市人民政府,,http://sanya-marathon.irunner.mobi,2025-12-28 00:00,报名时缴费,,全程 / 半程,,14000,2025海南三亚马拉松,2025-11-03 10:00,2025-11-28 23:59
huangpu@sport-china.cn,,,✔️,,已结束,10000/10000,黄埔马拉松,,,半程或以上,200/200,自行评估,,广东,A,,官网/微信/小程序 / 第一赛道,,广州市黄埔区人民政府 / 广州开发区委员会,,https://www.hp-marathon.com,2025-12-28 00:00,报名时缴费,,全程 / 半程,2025-12-03 00:00,20000,黄埔马拉松,2025-11-23 14:00,2025-11-28 18:00
bojiesports@126.com,眉山城市新中心体育公园,四川博捷体育文化传播有限公司,✔️,,已结束,7000/5000,中国田径协会10公里精英赛总决赛（眉山）,,,未提及,100/80,自行评估,13529388388,四川,A / WA,,官网/微信/小程序 / 数字心动,,中国田径协会 / 眉山市人民政府,,,2025-12-28 00:00,报名时缴费,,10km / 短距离,2025-11-28 00:00,12000,博捷体育,2025-10-22 10:00,2025-11-24 22:00
,,成都中体大健康体育文化传播有限公司,❌,,已结束,7000,雅安雨城半程马拉松,,,未提及,180,必须,18008053490,四川,A,,官网/微信/小程序 / 数字心动,,四川省田径协会 / 雅安市人民政府 / 四川广播电视台,,,2025-12-28 00:00,报名时缴费,,半程,,7000,四川省田径协会、中体大健康,2025-11-05 12:00,2025-11-18 22:00
ptmls2024@126.com,木兰溪治理展示馆,福建省广播影视文化传媒有限公司,❌,,已结束,4000/10000,莆田马拉松,,,,160/130,自行评估,0591-38871809,福建,A,,官网/微信/小程序,,莆田市人民政府,,,2025-12-28 00:00,报名时缴费,,全程 / 半程,,14000,莆田木兰溪马拉松,2025-11-17 10:00,2025-11-17 14:00
,,,✔️,,已结束,5000/8000,惠州马拉松赛,,,,188/168,,,广东,A,,官网/微信/小程序,,惠州市人民政府,,,2025-12-28 00:00,,,全程 / 半程,2025-11-26 00:00,13000,,2025-11-05 14:00,2025-11-16 17:30
